ORTHOLOG_SET	MIN_PERCENT_ID	MAX_PERCENT_ID	AVG_PERCENT_ID	STD_DEV	NUM_PRODIGAL_STARTS	NUM_CORRECTIONS
G3_D2_2381	48.48	100.0	71.34	18.39	0	5
G3_D2_2384	56.22	100.0	79.42	17.04	5	0
G3_D2_2383	78.18	100.0	85.71	8.19	5	0
G3_D2_2761	28.17	100.0	59.34	25.48	0	5
G3_D2_2347	48.87	100.0	72.01	18.27	4	1
G3_D2_2346	47.62	100.0	74.28	19.13	0	5
G3_D2_2349	54.4	100.0	69.81	17.8	4	1
G3_D1_1196	71.37	100.0	84.03	10.7	0	5
G3_D1_1197	52.0	100.0	77.37	15.38	5	0
G3_D1_1198	64.82	100.0	78.98	13.65	5	0
G3_D1_1194	67.67	100.0	82.14	11.61	0	5
G3_D2_2353	27.56	100.0	68.8	28.37	5	0
G3_D2_2754	74.59	100.0	84.4	9.75	5	0
G3_D2_2752	74.39	100.0	89.36	9.95	5	0
G3_D2_2753	86.48	100.0	92.05	5.44	5	0
G3_D2_2757	50.23	100.0	74.85	18.91	5	0
G3_D2_2751	73.51	100.0	84.69	10.19	5	0
G3_D2_2750	70.74	100.0	84.13	10.77	5	0
G3_D2_2749	68.28	100.0	81.19	11.83	4	1
G3_D2_2365	78.63	100.0	87.1	8.11	5	0
G3_D2_2741	67.4	100.0	83.1	11.95	5	0
G3_D2_2742	63.31	100.0	76.96	15.51	0	5
G3_D2_2743	84.81	100.0	92.36	5.35	5	0
G3_D2_2744	94.1	100.0	96.57	2.27	5	0
G3_D2_2746	85.68	100.0	93.23	4.83	5	0
G3_D2_2740	86.37	100.0	92.62	4.97	5	0
G3_D1_1168	71.25	100.0	82.27	11.05	5	0
G3_D1_1167	67.48	100.0	81.39	12.56	5	0
G3_D2_0599	69.23	100.0	86.46	11.09	5	0
G3_D2_0598	45.53	100.0	66.69	21.39	5	0
G3_D2_0597	77.8	100.0	87.97	8.15	5	0
G3_D2_0596	85.0	100.0	91.92	5.69	5	0
G3_D2_2738	67.34	100.0	81.37	11.57	3	2
G3_D2_2739	94.13	100.0	97.27	2.0	5	0
G3_D2_2736	83.43	100.0	92.81	5.71	5	0
G3_D2_2737	86.06	100.0	92.1	5.23	5	0
G3_D2_2734	80.2	100.0	90.03	6.92	5	0
G3_D2_2735	80.48	100.0	88.91	7.11	5	0
G3_D2_2732	82.05	100.0	91.62	6.68	0	5
G3_D2_2733	86.88	100.0	92.6	4.91	5	0
G3_D2_2730	77.45	100.0	88.25	8.31	5	0
G3_D2_2731	96.57	100.0	98.42	1.33	5	0
G3_D2_0589	89.28	100.0	94.66	3.59	5	0
G3_D2_0586	66.24	100.0	81.37	12.47	0	5
G3_D2_0585	84.51	100.0	92.38	5.68	5	0
G3_D2_0588	85.24	100.0	91.72	5.45	5	0
G3_D2_0587	32.59	100.0	67.73	25.16	0	5
G3_D2_0592	77.39	100.0	87.1	8.04	5	0
G3_D2_0593	79.08	100.0	88.72	7.76	5	0
G3_D2_0594	71.25	100.0	84.18	10.04	4	1
G3_D2_0595	81.51	100.0	92.17	5.77	5	0
G3_D2_2728	81.38	100.0	91.61	7.35	4	1
G3_D2_2729	85.74	100.0	92.14	5.33	5	0
G3_D2_0590	51.72	100.0	73.78	18.83	0	5
G3_D2_2723	81.11	100.0	90.91	7.08	5	0
G3_D2_2724	64.05	100.0	79.06	13.53	3	2
G3_D2_2720	67.6	100.0	80.39	12.37	0	5
G3_D2_2721	35.48	100.0	65.88	21.24	5	0
G3_D2_2722	33.34	100.0	77.9	18.35	5	0
G3_D2_3018	96.38	100.0	98.15	1.36	5	0
G3_D1_2205	56.65	100.0	79.42	16.07	5	0
G3_D1_1647	66.17	100.0	81.73	13.18	5	0
G3_D2_3019	83.21	100.0	95.07	6.45	5	0
G3_D1_2206	66.75	100.0	81.07	12.51	5	0
G3_D2_3016	92.22	100.0	96.71	2.66	5	0
G3_D1_2207	75.3	100.0	86.08	9.11	5	0
G3_D2_3017	93.75	100.0	97.5	2.16	5	0
G3_D1_2208	75.0	100.0	87.25	9.44	0	5
G3_D1_2201	71.4	100.0	83.69	9.96	0	5
G3_D1_2202	89.72	100.0	93.71	4.23	0	5
G3_D1_2203	74.44	100.0	87.15	9.8	5	0
G3_D1_1641	40.93	100.0	75.0	23.47	5	0
G3_D1_2204	64.54	100.0	79.71	13.85	5	0
G3_D1_0490	73.96	100.0	85.08	10.08	5	0
G3_D1_0491	76.82	100.0	89.38	7.99	5	0
G3_D1_2209	84.29	100.0	92.34	5.82	5	0
G3_D1_0494	53.58	100.0	75.64	17.23	5	0
G3_D1_1150	40.46	100.0	65.1	24.5	0	5
G3_D1_0492	75.59	100.0	88.17	8.96	5	0
G3_D1_1649	38.03	100.0	68.82	22.16	5	0
G3_D1_0493	76.01	100.0	86.88	8.9	5	0
G3_D1_1648	54.89	100.0	75.16	17.22	5	0
G3_D1_0487	82.76	100.0	89.98	6.58	5	0
G3_D1_1149	79.09	100.0	87.56	7.14	5	0
G3_D1_0485	58.88	100.0	81.77	16.34	0	5
G3_D2_2305	19.93	100.0	62.15	27.08	0	5
G3_D1_1147	35.19	100.0	62.46	24.48	5	0
G3_D1_1148	56.92	100.0	72.22	17.07	5	0
G3_D1_1145	24.27	100.0	55.69	26.23	3	2
G3_D1_1146	76.28	100.0	85.45	9.54	5	0
G3_D2_3022	93.45	100.0	96.36	2.4	5	0
G3_D2_2309	22.29	100.0	57.55	32.73	0	5
G3_D2_3021	100.0	100.0	100.0	0.0	5	0
G3_D2_3020	97.28	100.0	99.13	1.27	4	1
G3_D1_2211	84.46	100.0	91.62	5.79	5	0
G3_D1_2210	70.69	100.0	84.41	10.84	5	0
G3_D2_3026	99.03	100.0	99.69	0.45	5	0
G3_D2_3025	91.79	100.0	95.54	3.45	5	0
G3_D2_3024	92.23	100.0	96.74	3.02	5	0
G3_D2_3023	95.19	100.0	98.46	2.24	5	0
G3_D2_3028	92.57	100.0	96.98	3.05	5	0
G3_D2_3029	98.08	100.0	99.28	0.69	5	0
G3_D1_1164	65.98	100.0	77.57	12.75	0	5
G3_D1_1163	68.53	100.0	83.66	11.93	0	5
G3_D1_1166	79.19	100.0	87.49	7.68	5	0
G3_D1_0480	53.99	100.0	73.64	18.89	5	0
G3_D1_0481	59.34	100.0	77.25	17.0	5	0
G3_D1_0482	81.97	100.0	90.06	6.82	5	0
G3_D1_1162	56.11	100.0	76.33	16.35	0	5
G3_D1_0479	53.08	100.0	72.09	19.34	0	5
G3_D1_0478	59.47	100.0	76.29	16.29	3	2
G3_D2_3031	81.44	100.0	91.23	5.92	4	1
G3_D1_2200	24.51	100.0	53.78	27.32	5	0
G3_D2_3030	98.41	100.0	99.37	0.55	5	0
G3_D2_3033	95.61	100.0	97.59	1.68	5	0
G3_D2_3032	96.03	100.0	98.05	1.38	5	0
G3_D2_3035	89.82	100.0	95.43	3.75	5	0
G3_D2_3034	84.68	100.0	92.97	5.56	5	0
G3_D2_3037	94.41	100.0	97.76	2.37	5	0
G3_D2_3036	92.24	100.0	96.27	2.77	5	0
G3_D2_3038	95.68	100.0	98.36	1.52	5	0
G3_D2_3039	63.49	100.0	85.71	12.5	4	1
G3_D1_1132	76.78	100.0	87.38	8.16	5	0
G3_D1_1131	55.82	100.0	77.62	15.53	5	0
G3_D1_1125	81.45	100.0	89.04	7.04	5	0
G3_D1_1129	36.17	100.0	76.5	18.26	0	5
G3_D2_3048	91.49	100.0	96.08	2.84	5	0
G3_D2_3047	85.54	100.0	92.94	4.44	5	0
G3_D2_3046	60.98	100.0	75.43	14.68	5	0
G3_D2_3049	74.16	100.0	85.14	9.3	5	0
G3_D1_1140	75.95	100.0	87.4	7.93	4	1
G3_D1_1144	52.6	100.0	78.48	17.89	0	5
G3_D1_1143	67.23	100.0	80.83	11.95	0	5
G3_D2_3051	86.46	100.0	92.4	4.93	5	0
G3_D2_3050	63.59	100.0	78.16	12.8	0	5
G3_D1_0496	75.76	100.0	86.49	9.06	4	1
G3_D1_0499	61.87	100.0	77.07	15.78	5	0
G3_D2_3057	27.27	100.0	57.48	25.79	5	0
G3_D2_3056	91.23	100.0	95.33	3.25	5	0
G3_D2_3059	86.97	100.0	93.62	4.66	5	0
G3_D2_3058	83.15	100.0	90.51	6.26	5	0
G3_D2_3053	83.17	100.0	91.82	6.39	5	0
G3_D2_3052	50.93	100.0	71.76	19.09	5	0
G3_D2_3055	74.55	100.0	87.93	8.16	4	1
G3_D2_3054	71.43	100.0	85.56	10.84	5	0
G3_D1_1683	53.21	100.0	74.52	17.13	5	0
G3_D1_1111	57.5	100.0	75.18	16.15	4	1
G3_D1_1604	63.78	100.0	78.93	13.86	5	0
G3_D1_0102	76.43	100.0	89.12	8.75	4	1
G3_D2_3065	66.35	100.0	80.21	13.15	5	0
G3_D2_3066	68.59	100.0	86.21	10.39	0	5
G3_D2_3063	80.72	100.0	89.09	6.54	4	1
G3_D2_3064	61.85	100.0	79.37	13.79	5	0
G3_D2_3069	60.67	100.0	77.76	14.03	5	0
G3_D2_3068	62.34	100.0	79.67	14.09	5	0
G3_D1_1106	55.5	100.0	72.74	17.58	5	0
G3_D2_3061	55.72	100.0	73.87	15.96	5	0
G3_D2_3062	77.48	100.0	87.04	8.85	5	0
G3_D1_1103	85.5	100.0	91.19	5.76	5	0
G3_D1_1102	73.96	100.0	83.56	10.75	0	5
G3_D2_3060	89.47	100.0	94.35	4.27	5	0
G3_D1_1101	43.2	100.0	66.36	20.33	5	0
G3_D1_1120	82.05	100.0	90.9	6.71	5	0
G3_D1_1121	66.17	100.0	82.06	12.31	5	0
G3_D1_2239	86.31	100.0	94.18	4.74	5	0
G3_D1_2237	78.79	100.0	89.28	7.24	0	5
G3_D1_2235	85.42	100.0	91.63	5.54	5	0
G3_D1_2234	73.47	100.0	86.69	9.49	0	5
G3_D1_2241	64.11	100.0	77.57	12.79	5	0
G3_D1_2240	86.27	100.0	93.26	5.18	5	0
G3_D1_1116	83.06	100.0	90.28	6.37	5	0
G3_D1_1119	64.47	100.0	80.55	13.12	5	0
G3_D1_1118	70.76	100.0	81.68	11.39	4	1
G3_D2_3070	75.23	100.0	85.66	8.5	5	0
G3_D1_1113	41.9	100.0	83.53	11.94	0	5
G3_D2_3071	74.05	100.0	85.55	9.96	5	0
G3_D1_1112	65.66	100.0	81.93	11.6	4	1
G3_D1_1115	86.93	100.0	94.14	4.7	5	0
G3_D1_1114	75.38	100.0	86.48	8.73	5	0
G3_D1_1626	55.31	100.0	75.02	15.67	0	5
G3_D1_2233	67.12	100.0	81.32	12.01	0	5
G3_D1_0900	50.74	100.0	71.25	20.19	0	5
G3_D1_2213	74.07	100.0	86.13	9.52	5	0
G3_D2_3096	49.04	100.0	71.84	17.53	5	0
G3_D2_3097	75.93	100.0	85.46	9.1	5	0
G3_D2_3098	45.27	100.0	71.88	20.92	4	1
G3_D2_3099	81.31	100.0	89.94	6.63	5	0
G3_D2_3093	53.72	100.0	71.22	16.1	3	2
G3_D2_3094	66.42	100.0	82.43	12.35	5	0
G3_D2_3095	64.62	100.0	80.48	13.61	5	0
G3_D2_1107	76.25	100.0	87.51	8.37	5	0
G3_D2_1106	80.68	100.0	89.24	7.28	5	0
G3_D2_1109	93.83	100.0	97.31	2.45	5	0
G3_D2_1108	73.4	100.0	83.97	10.34	5	0
G3_D2_1103	81.69	100.0	93.58	7.62	5	0
G3_D2_1105	79.31	100.0	88.97	7.79	5	0
G3_D2_1104	85.62	100.0	92.28	5.41	5	0
G3_D1_0021	78.57	100.0	89.1	8.17	5	0
G3_D1_0018	35.03	100.0	65.93	22.87	4	1
G3_D1_0019	64.08	100.0	82.93	13.68	0	5
G3_D1_0017	62.32	100.0	75.77	15.09	5	0
G3_D1_0014	79.22	100.0	88.56	7.7	5	0
G3_D1_0015	66.37	100.0	82.44	11.4	0	5
G3_D1_0012	83.02	100.0	90.99	6.06	5	0
G3_D2_1110	74.21	100.0	86.29	9.37	1	4
G3_D2_1111	80.24	100.0	92.17	6.38	5	0
G3_D2_1112	80.37	100.0	89.48	7.02	0	5
G3_D1_0523	71.0	100.0	82.18	11.4	5	0
G3_D1_0520	61.85	100.0	78.62	16.28	0	5
G3_D1_0025	65.09	100.0	79.1	13.27	0	5
G3_D1_0026	38.35	100.0	67.04	22.31	5	0
G3_D2_1100	76.87	100.0	86.42	8.85	5	0
G3_D2_1101	72.64	100.0	85.79	9.37	5	0
G3_D1_0912	31.37	100.0	60.22	27.54	0	5
G3_D1_0913	77.61	100.0	88.14	8.11	0	5
G3_D1_0914	75.29	100.0	83.8	10.01	5	0
G3_D1_0539	26.69	100.0	70.95	29.93	4	1
G3_D1_0942	51.99	100.0	72.55	17.38	0	5
G3_D1_0941	23.47	100.0	63.86	29.62	5	0
G3_D1_0949	65.74	100.0	82.42	12.73	3	2
G3_D1_0543	58.12	100.0	76.07	16.61	5	0
G3_D1_0544	67.15	100.0	82.72	11.61	5	0
G3_D1_0546	75.0	100.0	85.72	9.19	4	1
G3_D1_0011	50.77	100.0	72.89	16.51	4	1
G3_D1_0001	59.35	100.0	76.71	15.2	5	0
G3_D1_0002	56.39	100.0	76.12	16.54	5	0
G3_D1_0003	59.54	100.0	77.42	15.28	5	0
G3_D1_0004	67.46	100.0	86.38	10.67	4	1
G3_D1_0005	83.21	100.0	90.96	6.03	5	0
G3_D1_0006	92.71	100.0	96.2	2.69	5	0
G3_D2_0012	58.16	100.0	72.74	14.63	1	4
G3_D2_0011	77.92	100.0	92.25	7.13	5	0
G3_D2_0010	60.71	100.0	82.13	14.15	4	1
G3_D1_1583	6.11	100.0	59.93	39.05	0	5
G3_D1_0559	60.1	100.0	78.38	14.8	5	0
G3_D1_0557	70.18	100.0	83.25	11.62	0	5
G3_D1_0558	64.26	100.0	80.94	12.86	5	0
G3_D1_0555	60.26	100.0	80.77	14.49	5	0
G3_D1_0556	65.03	100.0	81.06	13.57	4	1
G3_D1_0553	69.46	100.0	83.14	11.94	5	0
G3_D1_0551	38.15	100.0	68.25	23.63	5	0
G3_D1_0552	67.31	100.0	82.09	11.93	5	0
G3_D1_0561	68.95	100.0	83.37	11.56	5	0
G3_D1_0560	66.4	100.0	82.11	12.17	0	5
G3_D1_0967	25.7	100.0	69.12	28.11	0	5
G3_D1_0966	72.57	100.0	85.56	9.81	0	5
G3_D2_0008	82.76	100.0	92.17	6.24	0	5
G3_D2_0009	86.42	100.0	93.5	5.17	5	0
G3_D2_0006	67.08	100.0	80.38	12.23	0	5
G3_D1_1574	50.77	100.0	69.49	20.54	5	0
G3_D2_0007	72.53	100.0	83.96	9.8	2	3
G3_D2_0004	96.74	100.0	98.78	1.16	5	0
G3_D2_0005	70.34	100.0	81.64	10.66	4	1
G3_D2_0002	73.77	100.0	86.81	9.88	5	0
G3_D2_0003	45.55	100.0	70.41	19.07	4	1
G3_D2_0021	53.34	100.0	76.69	16.82	0	5
G3_D2_0020	25.41	100.0	59.1	27.76	5	0
G3_D2_0023	71.87	100.0	86.67	10.54	5	0
G3_D2_0022	82.31	100.0	90.55	6.24	5	0
G3_D1_1570	82.87	100.0	90.87	6.84	5	0
G3_D1_1573	12.02	100.0	52.66	31.43	5	0
G3_D1_1572	63.74	100.0	78.18	14.4	3	2
G3_D1_0566	71.04	100.0	84.9	10.43	5	0
G3_D1_0567	74.25	100.0	84.76	9.66	5	0
G3_D1_0568	54.69	100.0	72.91	17.56	5	0
G3_D1_0569	55.3	100.0	78.66	16.16	1	4
G3_D1_0562	79.9	100.0	86.99	8.52	0	5
G3_D1_0563	64.86	100.0	79.01	13.62	5	0
G3_D1_0564	88.5	100.0	93.98	4.0	5	0
G3_D2_0017	67.86	100.0	82.1	12.13	5	0
G3_D1_0952	67.43	100.0	83.26	12.23	5	0
G3_D1_1563	65.42	100.0	80.37	12.46	1	4
G3_D2_0018	60.3	100.0	78.07	14.78	0	5
G3_D1_0951	89.16	100.0	93.48	3.97	5	0
G3_D1_1564	61.42	100.0	77.9	14.24	4	1
G3_D2_0019	64.87	100.0	79.12	12.55	5	0
G3_D1_1565	77.46	100.0	86.13	8.37	5	0
G3_D1_0953	75.26	100.0	85.52	9.28	5	0
G3_D1_1566	60.22	100.0	75.05	16.19	5	0
G3_D2_0013	62.32	100.0	79.84	13.03	3	2
G3_D2_0014	59.4	100.0	76.98	14.97	4	1
G3_D2_0015	55.56	100.0	74.67	17.22	4	1
G3_D1_0950	89.57	100.0	93.77	3.95	5	0
G3_D2_0016	58.74	100.0	76.05	15.39	5	0
G3_D2_3010	86.36	100.0	93.73	5.24	5	0
G3_D2_3011	93.89	100.0	97.44	2.17	5	0
G3_D2_3014	89.22	100.0	96.08	4.45	5	0
G3_D2_3015	97.54	100.0	98.69	1.04	5	0
G3_D1_0044	70.66	100.0	85.19	9.75	0	5
G3_D2_3012	87.13	100.0	93.19	5.59	5	0
G3_D1_0041	76.92	100.0	88.79	8.41	5	0
G3_D2_3013	97.21	100.0	98.93	0.89	5	0
G3_D1_0042	81.21	100.0	90.2	6.72	4	1
G3_D2_3008	97.09	100.0	98.6	1.09	5	0
G3_D2_1598	79.11	100.0	88.45	7.45	5	0
G3_D1_0037	60.0	100.0	79.15	15.0	5	0
G3_D2_3007	95.0	100.0	97.87	2.08	5	0
G3_D2_1597	56.58	100.0	72.13	18.22	5	0
G3_D1_0036	60.95	100.0	81.19	13.88	3	2
G3_D1_0982	75.95	100.0	85.77	8.47	5	0
G3_D2_3006	97.22	100.0	98.67	1.0	5	0
G3_D1_0035	74.07	100.0	87.2	9.19	5	0
G3_D2_3005	89.29	100.0	94.84	4.03	3	2
G3_D2_1599	55.56	100.0	73.62	17.36	5	0
G3_D1_0034	80.1	100.0	89.28	7.32	5	0
G3_D1_0039	62.55	100.0	75.84	15.96	5	0
G3_D2_3009	95.87	100.0	98.41	1.44	5	0
G3_D1_1597	87.86	100.0	94.02	3.96	5	0
G3_D1_1593	67.0	100.0	84.74	12.72	5	0
G3_D1_0050	63.5	100.0	82.77	13.47	5	0
G3_D2_3000	92.75	100.0	96.48	2.74	5	0
G3_D1_0051	82.31	100.0	90.52	6.28	5	0
G3_D1_1594	60.43	100.0	82.04	15.53	4	1
G3_D2_3001	97.76	100.0	99.28	1.04	5	0
G3_D1_0052	49.56	100.0	72.65	21.48	0	5
G3_D2_3002	92.56	100.0	96.3	2.82	5	0
G3_D2_0001	83.02	100.0	92.86	6.98	5	0
G3_D1_0054	70.05	100.0	82.84	11.45	5	0
G3_D2_3004	100.0	100.0	100.0	0.0	5	0
G3_D1_0978	76.26	100.0	88.49	8.46	5	0
G3_D1_0977	72.89	100.0	86.13	10.15	0	5
G3_D1_0594	79.87	100.0	89.67	7.35	5	0
G3_D1_0046	55.12	100.0	79.24	17.12	5	0
G3_D1_0970	60.57	100.0	79.73	13.75	3	2
G3_D1_0045	76.69	100.0	86.44	9.18	5	0
G3_D1_0048	84.47	100.0	92.57	5.35	5	0
G3_D1_0047	80.59	100.0	88.44	6.66	5	0
G3_D1_0971	70.83	100.0	86.83	10.85	5	0
G3_D1_0049	76.47	100.0	85.55	8.99	5	0
G3_D1_0973	72.72	100.0	86.01	9.97	3	2
G3_D1_0976	81.67	100.0	90.9	6.85	5	0
G3_D1_0975	77.55	100.0	88.74	8.43	5	0
G3_D2_2825	83.97	100.0	92.15	6.0	4	1
G3_D2_1191	75.83	100.0	84.73	9.0	3	2
G3_D2_1192	83.64	100.0	89.87	6.38	5	0
G3_D2_1579	82.08	100.0	91.84	7.07	5	0
G3_D2_2821	31.88	100.0	63.62	27.69	5	0
G3_D2_1577	64.18	100.0	80.46	12.13	0	5
G3_D2_1578	80.49	100.0	89.59	7.07	5	0
G3_D2_1576	79.95	100.0	88.78	7.28	0	5
G3_D2_1199	53.93	100.0	70.9	17.44	5	0
G3_D2_1197	80.38	100.0	87.78	8.11	3	2
G3_D2_1198	72.46	100.0	84.4	9.95	5	0
G3_D2_1195	90.85	100.0	95.66	3.09	5	0
G3_D2_2828	77.13	100.0	87.06	8.1	5	0
G3_D2_1196	55.27	100.0	76.78	15.76	5	0
G3_D2_2827	69.31	100.0	82.28	11.06	0	5
G3_D2_1193	85.12	100.0	91.16	5.66	5	0
G3_D2_1194	66.48	100.0	80.6	12.61	5	0
G3_D2_0602	84.12	100.0	90.74	5.97	5	0
G3_D2_0600	87.64	100.0	93.79	4.4	5	0
G3_D2_0601	76.56	100.0	85.62	9.1	0	5
G3_D2_1585	27.78	100.0	62.36	25.34	5	0
G3_D2_1584	68.51	100.0	81.86	11.97	5	0
G3_D2_1583	77.78	100.0	88.9	7.38	5	0
G3_D2_0608	88.48	100.0	94.41	3.78	5	0
G3_D2_1582	90.74	100.0	95.43	3.31	5	0
G3_D2_1581	95.52	100.0	98.57	1.49	5	0
G3_D2_0606	68.31	100.0	84.17	11.26	1	4
G3_D2_1580	78.41	100.0	89.29	8.04	5	0
G3_D2_0607	60.51	100.0	77.65	15.11	0	5
G3_D2_0604	65.45	100.0	83.41	11.66	5	0
G3_D2_0605	82.64	100.0	92.39	6.8	5	0
G3_D2_2834	81.23	100.0	89.4	7.18	5	0
G3_D2_2833	84.32	100.0	91.97	5.68	5	0
G3_D1_0998	70.34	100.0	82.77	11.0	5	0
G3_D2_2836	67.38	100.0	81.97	12.49	5	0
G3_D1_0995	57.14	100.0	76.26	15.41	5	0
G3_D2_1180	60.84	100.0	80.95	14.2	5	0
G3_D2_1181	82.35	100.0	90.29	6.96	5	0
G3_D2_2830	76.65	100.0	87.27	8.69	5	0
G3_D2_1586	86.57	100.0	94.51	4.97	5	0
G3_D2_1587	67.36	100.0	79.11	12.66	5	0
G3_D2_2832	63.89	100.0	78.23	13.16	5	0
G3_D2_1588	64.64	100.0	79.79	12.63	5	0
G3_D2_2831	55.03	100.0	76.32	15.37	0	5
G3_D2_1589	63.26	100.0	83.9	13.77	5	0
G3_D2_1186	94.35	100.0	97.5	1.92	5	0
G3_D2_2838	62.52	100.0	79.31	13.68	0	5
G3_D2_1182	59.16	100.0	81.57	15.43	1	4
G3_D2_2837	65.56	100.0	83.06	11.97	4	1
G3_D2_1183	73.91	100.0	85.16	9.44	5	0
G3_D2_1184	56.97	100.0	78.26	14.38	0	5
G3_D2_1185	82.32	100.0	91.57	6.51	1	4
G3_D2_0613	50.76	100.0	70.75	18.55	5	0
G3_D2_0610	71.27	100.0	84.08	10.14	4	1
G3_D2_1594	76.19	100.0	89.24	9.08	5	0
G3_D2_1596	34.19	100.0	60.35	29.19	0	5
G3_D2_1595	84.66	100.0	92.53	5.65	5	0
G3_D2_0616	59.63	100.0	74.43	16.49	5	0
G3_D2_1591	43.45	100.0	73.04	21.5	5	0
G3_D2_1555	86.25	100.0	92.77	5.27	5	0
G3_D2_1556	61.88	100.0	80.38	14.35	0	5
G3_D2_1553	63.32	100.0	80.2	13.27	5	0
G3_D2_0027	88.55	100.0	94.29	4.13	5	0
G3_D2_1554	81.08	100.0	90.01	7.21	5	0
G3_D2_0026	56.55	100.0	78.01	15.69	5	0
G3_D2_2803	72.5	100.0	85.58	9.87	0	5
G3_D2_1559	86.6	100.0	92.59	5.1	5	0
G3_D2_0029	45.53	100.0	65.08	19.56	5	0
G3_D2_0028	59.17	100.0	77.78	14.25	5	0
G3_D2_1170	87.17	100.0	92.82	4.32	5	0
G3_D2_1557	70.71	100.0	87.89	11.9	0	5
G3_D2_1173	70.11	100.0	83.85	10.29	0	5
G3_D2_2806	34.32	100.0	61.15	23.41	0	5
G3_D2_1174	60.06	100.0	76.72	14.81	5	0
G3_D2_2805	74.43	100.0	83.5	9.98	5	0
G3_D2_1171	78.88	100.0	88.24	8.24	5	0
G3_D2_2804	52.04	100.0	74.16	17.42	5	0
G3_D2_1172	86.39	100.0	92.88	4.92	5	0
G3_D2_1177	54.15	100.0	74.57	16.18	5	0
G3_D2_1178	71.55	100.0	82.18	11.15	0	5
G3_D2_2809	90.59	100.0	95.58	3.17	5	0
G3_D2_1175	80.0	100.0	89.21	7.33	5	0
G3_D2_2808	31.11	100.0	59.26	25.39	5	0
G3_D2_1176	82.53	100.0	90.55	6.7	5	0
G3_D2_1995	87.34	100.0	93.87	4.73	5	0
G3_D2_1994	81.74	100.0	90.38	6.91	5	0
G3_D2_1169	77.99	100.0	85.2	8.64	5	0
G3_D2_1993	84.6	100.0	90.84	5.96	3	2
G3_D2_1168	70.8	100.0	81.03	11.96	3	2
G3_D2_1999	70.18	100.0	83.69	10.73	5	0
G3_D2_1998	78.62	100.0	86.16	9.26	5	0
G3_D1_0080	85.21	100.0	91.21	5.1	4	1
G3_D2_1997	79.6	100.0	88.99	7.03	4	1
G3_D1_0081	40.61	100.0	63.58	24.3	5	0
G3_D2_0030	73.48	100.0	86.02	9.61	0	5
G3_D1_0083	50.21	100.0	70.46	19.45	5	0
G3_D2_1563	68.44	100.0	81.23	11.42	5	0
G3_D2_0031	80.0	100.0	90.31	7.36	0	5
G3_D2_1562	59.88	100.0	80.23	15.61	5	0
G3_D2_0032	66.54	100.0	82.49	12.63	5	0
G3_D2_1564	90.77	100.0	95.78	3.18	5	0
G3_D2_0038	51.51	100.0	75.59	18.46	5	0
G3_D2_1565	91.67	100.0	96.48	3.42	5	0
G3_D2_0037	77.36	100.0	90.31	7.4	1	4
G3_D2_2810	64.29	100.0	81.58	13.53	5	0
G3_D2_1566	39.85	100.0	66.3	22.28	1	4
G3_D2_0036	86.04	100.0	92.57	5.3	5	0
G3_D2_0035	71.38	100.0	87.02	10.48	5	0
G3_D2_2812	62.73	100.0	81.49	13.11	4	1
G3_D2_1568	51.15	100.0	72.46	17.3	0	5
G3_D2_1569	51.37	100.0	72.97	17.47	4	1
G3_D2_2813	47.04	100.0	69.15	20.07	0	5
G3_D2_2816	26.28	100.0	52.31	30.6	5	0
G3_D2_1160	69.5	100.0	83.78	11.7	5	0
G3_D2_2815	70.9	100.0	82.33	11.8	5	0
G3_D2_1161	75.88	100.0	87.08	8.59	5	0
G3_D2_2818	67.7	100.0	82.06	12.4	5	0
G3_D2_1162	70.83	100.0	82.22	10.33	0	5
G3_D2_2817	69.84	100.0	82.13	11.61	5	0
G3_D2_1163	66.41	100.0	80.88	12.78	0	5
G3_D2_2819	51.31	100.0	79.57	19.42	5	0
G3_D2_1166	71.3	100.0	86.11	11.32	0	5
G3_D2_1167	56.5	100.0	73.55	17.62	5	0
G3_D2_1158	63.59	100.0	81.45	12.65	5	0
G3_D2_1157	51.07	100.0	72.23	17.2	4	1
G3_D2_1159	87.87	100.0	92.62	4.54	5	0
G3_D2_1570	37.29	100.0	66.51	22.37	5	0
G3_D2_1572	48.17	100.0	68.06	19.79	0	5
G3_D2_1571	81.55	100.0	90.07	6.4	5	0
G3_D2_1156	88.08	100.0	94.0	4.43	5	0
G3_D2_0650	57.11	100.0	79.12	16.3	4	1
G3_D2_1155	82.17	100.0	90.5	5.94	5	0
G3_D2_1154	93.41	100.0	96.24	2.56	5	0
G3_D2_1153	85.67	100.0	91.31	5.39	5	0
G3_D2_1152	21.39	100.0	49.3	29.68	5	0
G3_D2_1151	80.84	100.0	89.56	7.39	5	0
G3_D2_1150	74.68	100.0	85.33	10.14	5	0
G3_D2_1537	69.06	100.0	84.5	11.31	5	0
G3_D2_1536	83.14	100.0	91.34	6.42	5	0
G3_D2_1535	71.72	100.0	85.16	10.64	5	0
G3_D2_1540	70.43	100.0	84.83	11.32	4	1
G3_D2_0649	56.1	100.0	72.92	16.9	5	0
G3_D2_0648	63.1	100.0	80.67	13.47	5	0
G3_D2_0647	78.66	100.0	88.99	7.36	5	0
G3_D2_0644	57.43	100.0	77.62	15.94	4	1
G3_D2_0643	62.8	100.0	77.04	14.0	5	0
G3_D2_0642	75.64	100.0	85.33	8.93	5	0
