G1_D1_0004|G4_D1_2775, G1_D1_0004|G4_D1_2592, 74.44
G3_D1_0756|G2_D7_0461, G3_D1_0756|G2_D7_1975, 6.86
G3_D1_0847|G1_D1_1815, G3_D1_0847|G1_D1_1845, 8.71
G3_D1_0849|G1_D1_4278, G3_D1_0849|G1_D1_3337, 20.43
G3_D1_0859|G2_D7_1810, G3_D1_0859|G2_D7_1094, 18.58
G3_D1_0861|G2_D7_1108, G3_D1_0861|G2_D7_1799, 11.49
G3_D1_0866|G1_D1_1418, G3_D1_0866|G1_D2_1727, 11.66
G3_D1_0872|G2_D7_1808, G3_D1_0872|G2_D7_1096, 41.15
G3_D1_0889|G2_D7_0296, G3_D1_0889|G2_D6_0901, 6.60
G3_D1_0911|G1_D1_0379, G3_D1_0911|G1_D1_0301, 5.38
G3_D1_0918|G1_D1_1847, G3_D1_0918|G1_D1_1817, 51.84
G3_D1_0937|G3_D1_0937, G3_D1_0937|G3_D1_0360, 100.00
G3_D1_0938|G3_D1_0741, G3_D1_0938|G3_D2_0915, 100.00
G3_D1_0964|G2_D7_0169, G3_D1_0964|G2_D7_0169, 13.27
G3_D1_0991|G4_D1_2178, G3_D1_0991|G4_D1_2753, 23.58
G3_D1_0996|G3_D1_0741, G3_D1_0996|G3_D2_0915, 100.00
G3_D1_0997|G3_D1_0937, G3_D1_0997|G3_D1_0360, 100.00
G3_D1_1025|G4_D2_1800, G3_D1_1025|G4_D1_1556, 42.16
G3_D1_1027|G4_D2_1796, G3_D1_1027|G4_D1_1560, 92.00
G3_D1_1047|G1_D1_0107, G3_D1_1047|G1_D1_0193, 8.12
G3_D1_1065|G2_D7_1809, G3_D1_1065|G2_D7_1095, 4.91
G3_D1_1078|G3_D1_1877, G3_D1_1078|G3_D1_1078, 100.00
G3_D1_1079|G3_D1_1876, G3_D1_1079|G3_D1_1079, 100.00
G3_D1_1080|G3_D1_1875, G3_D1_1080|G3_D1_1080, 100.00
G3_D1_1081|G3_D1_1874, G3_D1_1081|G3_D1_1081, 100.00
G3_D1_1082|G3_D1_1873, G3_D1_1082|G3_D1_1082, 100.00
G3_D1_1084|G5_D4_266, G3_D1_1084|G5_D1_1795, 56.64
G3_D1_1123|G1_D2_2353, G3_D1_1123|G1_D1_0159, 37.40
G3_D1_1142|G1_D1_0398, G3_D1_1142|G1_D1_2393, 81.68
G3_D1_1176|G2_D7_1946, G3_D1_1176|G2_D8_2710, 19.95
G3_D1_1180|G4_D2_1157, G3_D1_1180|G4_D1_3095, 6.35
G3_D1_1183|G2_D7_2051, G3_D1_1183|G2_D8_2721, 15.66
G3_D1_1217|G1_D3_0816, G3_D1_1217|G1_D1_2357, 21.95
G3_D1_1236|G1_D1_3336, G3_D1_1236|G1_D1_3469, 9.14
G3_D1_1273|G2_D6_0084, G3_D1_1273|G2_D6_0712, 11.83
G3_D1_1476|G5_D2_1360, G3_D1_1476|G5_D4_324, 37.71
G3_D1_1496|G2_D8_0590, G3_D1_1496|G2_D8_1428, 33.21
G3_D1_1518|G3_D1_0937, G3_D1_1518|G3_D1_0360, 100.00
G3_D1_1519|G3_D1_0741, G3_D1_1519|G3_D2_0915, 100.00
G3_D1_1527|G5_D1_1795, G3_D1_1527|G5_D4_266, 56.16
G3_D1_1539|G2_D7_0674, G3_D1_1539|G2_D8_3021, 6.34
G3_D1_1544|G3_D2_3144, G3_D1_1544|G3_D1_1544, 100.00
G3_D1_1545|G3_D2_3145, G3_D1_1545|G3_D1_1545, 100.00
G3_D1_1546|G3_D2_3146, G3_D1_1546|G3_D1_1546, 100.00
G3_D1_1558|G2_D6_0083, G3_D1_1558|G2_D6_0660, 54.55
G3_D1_1567|G5_D2_1176, G3_D1_1567|G5_D4_678, 62.81
G3_D1_1575|G1_D1_1446, G3_D1_1575|G1_D2_2234, 26.10
G3_D1_1579|G4_D1_1101, G3_D1_1579|G4_D1_3390, 13.21
G3_D1_1657|G1_D2_0117, G3_D1_1657|G1_D3_0370, 21.45
G3_D1_1663|G1_D1_0827, G3_D1_1663|G1_D1_1562, 19.51
G3_D1_1686|G1_D1_1817, G3_D1_1686|G1_D1_1847, 3.52
G3_D1_1707|G4_D2_1613, G3_D1_1707|G4_D1_2747, 10.08
G3_D1_1775|G1_D1_4384, G3_D1_1775|G1_D3_1102, 1.59
G3_D1_1776|G1_D1_1823, G3_D1_1776|G1_D1_1793, 5.85
G3_D1_1787|G1_D1_1793, G3_D1_1787|G1_D1_1823, 31.49
G3_D1_1803|G1_D2_1919, G3_D1_1803|G1_D1_0859, 79.58
G3_D1_1832|G1_D2_0822, G3_D1_1832|G1_D2_0923, 8.45
G3_D1_1873|G3_D1_1873, G3_D1_1873|G3_D1_1082, 100.00
G3_D1_1874|G3_D1_1874, G3_D1_1874|G3_D1_1081, 100.00
G3_D1_1875|G3_D1_1875, G3_D1_1875|G3_D1_1080, 100.00
G3_D1_1876|G3_D1_1876, G3_D1_1876|G3_D1_1079, 100.00
G3_D1_1877|G3_D1_1877, G3_D1_1877|G3_D1_1078, 100.00
G3_D1_1883|G5_D1_0394, G3_D1_1883|G5_D1_3000, 30.02
G3_D1_1888|G2_D5_030, G3_D1_1888|G2_D6_0600, 2.35
G3_D1_1893|G5_D1_0401, G3_D1_1893|G5_D2_0551, 26.45
G3_D1_2034|G3_D1_2034, G3_D1_2034|G3_D2_1093, 100.00
G3_D1_2084|G2_D8_1495, G3_D1_2084|G2_D8_0113, 26.85
G3_D1_2098|G3_D1_0937, G3_D1_2098|G3_D1_0360, 100.00
G3_D1_2099|G3_D1_0741, G3_D1_2099|G3_D2_0915, 100.00
G3_D1_2117|G4_D2_1677, G3_D1_2117|G4_D1_3329, 97.75
G3_D1_2218|G2_D7_1810, G3_D1_2218|G2_D7_1094, 5.66
G3_D1_2224|G1_D2_0824, G3_D1_2224|G1_D3_1271, 26.14
G3_D1_2226|G2_D7_1094, G3_D1_2226|G2_D7_1810, 8.96
G3_D1_2272|G3_D1_0937, G3_D1_2272|G3_D1_0360, 100.00
G3_D1_2273|G3_D1_0741, G3_D1_2273|G3_D2_0915, 100.00
G3_D1_2319|G1_D1_1831, G3_D1_2319|G1_D1_1801, 11.58
G3_D1_2349|G1_D2_1199, G3_D1_2349|G1_D1_1943, 31.74
G3_D1_2356|G1_D2_2924, G3_D1_2356|G1_D3_0614, 25.25
G3_D2_0040|G1_D2_1961, G3_D2_0040|G1_D2_0418, 32.64
G3_D2_0053|G1_D2_2718, G3_D2_0053|G1_D1_2927, 36.98
G3_D2_0076|G2_D6_0706, G3_D2_0076|G2_D8_2628, 27.98
G3_D2_0078|G1_D3_1216, G3_D2_0078|G1_D3_1216, 1.17
G3_D2_0119|G5_D4_209, G3_D2_0119|G5_D2_0375, 1.46
G3_D2_0124|G5_D1_2554, G3_D2_0124|G5_D2_0547, 21.14
G3_D2_0266|G3_D1_0937, G3_D2_0266|G3_D1_0360, 100.00
G3_D2_0267|G3_D1_0741, G3_D2_0267|G3_D2_0915, 100.00
G3_D2_0439|G1_D2_1884, G3_D2_0439|G1_D3_1064, 39.02
G3_D2_0440|G1_D2_1885, G3_D2_0440|G1_D3_1065, 45.04
G3_D2_0453|G1_D1_2518, G3_D2_0453|G1_D1_0305, 82.62
G3_D2_0503|G5_D4_266, G3_D2_0503|G5_D1_1795, 34.27
G3_D2_0614|G2_D7_0278, G3_D2_0614|G2_D7_0279, 55.41
G3_D2_0728|G1_D2_0117, G3_D2_0728|G1_D3_0370, 21.45
G3_D2_0783|G5_D1_2386, G3_D2_0783|G5_D4_593, 96.64
G3_D2_0793|G1_D1_2409, G3_D2_0793|G1_D2_0173, 33.91
G3_D2_0911|G1_D2_0117, G3_D2_0911|G1_D3_0370, 22.14
G3_D2_0915|G3_D1_0741, G3_D2_0915|G3_D2_0915, 100.00
G3_D2_0916|G3_D1_0937, G3_D2_0916|G3_D1_0360, 100.00
G3_D2_0920|G3_D2_3079, G3_D2_0920|G3_D1_0439, 100.00
G3_D2_0940|G1_D1_2988, G3_D2_0940|G1_D2_0465, 6.81
G3_D2_1086|G1_D1_1246, G3_D2_1086|G1_D1_1246, 22.67
G3_D2_1093|G3_D1_2034, G3_D2_1093|G3_D2_1093, 100.00
G3_D2_1094|G2_D6_0706, G3_D2_1094|G2_D8_2628, 27.98
G3_D2_1095|G2_D6_0707, G3_D2_1095|G2_D7_0973, 57.81
G3_D2_1096|G3_D2_3079, G3_D2_1096|G3_D1_0439, 100.00
G3_D2_1233|G1_D3_1041, G3_D2_1233|G1_D1_0590, 4.21
G3_D2_1315|G5_D2_1899, G3_D2_1315|G5_D2_1917, 3.59
G3_D2_1375|G1_D2_0225, G3_D2_1375|G1_D1_0548, 85.85
G3_D2_1413|G5_D2_2292, G3_D2_1413|G5_D1_2384, 24.00
G3_D2_1425|G2_D6_0708, G3_D2_1425|G2_D7_0974, 50.86
G3_D2_1426|G2_D6_0707, G3_D2_1426|G2_D7_0973, 73.04
G3_D2_1427|G2_D6_0706, G3_D2_1427|G2_D8_2628, 27.98
G3_D2_1432|G5_D1_1236, G3_D2_1432|G5_D2_1409, 5.42
G3_D2_1435|G2_D6_0706, G3_D2_1435|G2_D8_2628, 27.98
G3_D2_1436|G2_D6_0707, G3_D2_1436|G2_D7_0973, 72.18
G3_D2_1438|G2_D6_0707, G3_D2_1438|G2_D7_0973, 73.04
G3_D2_1441|G2_D6_0708, G3_D2_1441|G2_D7_0974, 50.86
G3_D2_1442|G2_D6_0707, G3_D2_1442|G2_D7_0973, 73.04
G3_D2_1443|G2_D6_0706, G3_D2_1443|G2_D8_2628, 27.98
G3_D2_1447|G1_D2_2842, G3_D2_1447|G1_D1_0868, 25.00
G3_D2_1448|G3_D2_2709, G3_D2_1448|G3_D1_0374, 100.00
G3_D2_1472|G2_D6_0232, G3_D2_1472|G2_D7_0881, 5.75
G3_D2_1527|G1_D1_3288, G3_D2_1527|G1_D2_0117, 15.15
G3_D2_1528|G1_D2_2842, G3_D2_1528|G1_D1_0868, 25.00
G3_D2_1529|G3_D2_2709, G3_D2_1529|G3_D1_0374, 100.00
G3_D2_1740|G3_D2_3144, G3_D2_1740|G3_D1_1544, 100.00
G3_D2_1741|G3_D2_3145, G3_D2_1741|G3_D1_1545, 100.00
G3_D2_1742|G3_D2_3146, G3_D2_1742|G3_D1_1546, 100.00
G3_D2_1743|G3_D2_3146, G3_D2_1743|G3_D1_1546, 100.00
G3_D2_1744|G3_D2_3145, G3_D2_1744|G3_D1_1545, 100.00
G3_D2_1745|G3_D2_3144, G3_D2_1745|G3_D1_1544, 100.00
G3_D2_1839|G5_D2_2387, G3_D2_1839|G5_D2_1142, 30.04
G3_D2_1847|G5_D2_1260, G3_D2_1847|G5_D2_0989, 14.78
G3_D2_1914|G4_D1_2371, G3_D2_1914|G4_D1_1648, 96.82
G3_D2_1921|G1_D1_2580, G3_D2_1921|G1_D2_2842, 24.67
G3_D2_1969|G5_D2_1822, G3_D2_1969|G5_D2_0313, 30.04
G3_D2_2065|G1_D2_0117, G3_D2_2065|G1_D3_0370, 22.14
G3_D2_2152|G2_D4_170, G3_D2_2152|G2_D5_025, 27.94
G3_D2_2231|G2_D8_1714, G3_D2_2231|G2_D8_2879, 91.86
G3_D2_2245|G2_D8_1337, G3_D2_2245|G2_D6_1036, 60.63
G3_D2_2281|G2_D3_075, G3_D2_2281|G2_D3_036, 10.11
G3_D2_2292|G1_D2_0636, G3_D2_2292|G1_D1_3590, 6.92
G3_D2_2310|G2_D6_0602, G3_D2_2310|G2_D8_1639, 6.47
G3_D2_2324|G5_D4_266, G3_D2_2324|G5_D1_1795, 56.40
G3_D2_2429|G1_D2_0104, G3_D2_2429|G1_D1_1642, 13.06
G3_D2_2548|G1_D2_2842, G3_D2_2548|G1_D1_0868, 25.00
G3_D2_2549|G3_D2_2709, G3_D2_2549|G3_D1_0374, 100.00
G3_D2_2585|G2_D8_0325, G3_D2_2585|G2_D8_0312, 3.53
G3_D2_2608|G5_D2_1832, G3_D2_2608|G5_D1_1321, 28.94
G3_D2_2646|G1_D3_0632, G3_D2_2646|G1_D2_2403, 30.52
G3_D2_2649|G2_D6_0708, G3_D2_2649|G2_D7_0974, 50.86
G3_D2_2650|G2_D6_0707, G3_D2_2650|G2_D7_0973, 73.04
G3_D2_2651|G2_D6_0706, G3_D2_2651|G2_D8_2628, 27.98
G3_D2_2699|G2_D6_0708, G3_D2_2699|G2_D7_0974, 50.86
G3_D2_2700|G2_D6_0707, G3_D2_2700|G2_D7_0973, 73.91
G3_D2_2701|G2_D6_0706, G3_D2_2701|G2_D8_2628, 27.98
G3_D2_2708|G1_D2_2842, G3_D2_2708|G1_D1_0868, 25.00
G3_D2_2709|G3_D2_2709, G3_D2_2709|G3_D1_0374, 100.00
G3_D2_2712|G3_D2_3079, G3_D2_2712|G3_D1_0439, 100.00
G3_D2_2800|G3_D2_3144, G3_D2_2800|G3_D1_1544, 100.00
G3_D2_2801|G3_D2_3145, G3_D2_2801|G3_D1_1545, 100.00
G3_D2_2802|G3_D2_3146, G3_D2_2802|G3_D1_1546, 100.00
G3_D2_2853|G2_D6_0706, G3_D2_2853|G2_D8_2628, 27.98
G3_D2_2854|G2_D6_0707, G3_D2_2854|G2_D7_0973, 64.35
G3_D2_2855|G5_D4_266, G3_D2_2855|G5_D1_1795, 56.40
G3_D2_2856|G3_D1_2034, G3_D2_2856|G3_D2_1093, 100.00
G3_D2_2859|G4_D2_1677, G3_D2_2859|G4_D1_3329, 97.50
G3_D2_2929|G1_D1_1796, G3_D2_2929|G1_D1_1826, 10.75
G3_D2_3027|G1_D1_4089, G3_D2_3027|G1_D1_4076, 96.46
G3_D2_3040|G1_D1_4089, G3_D2_3040|G1_D1_4076, 96.46
G3_D2_3042|G2_D6_0706, G3_D2_3042|G2_D8_2628, 27.98
G3_D2_3043|G2_D6_0707, G3_D2_3043|G2_D7_0973, 64.35
G3_D2_3045|G3_D1_2034, G3_D2_3045|G3_D2_1093, 100.00
G3_D2_3067|G1_D2_0117, G3_D2_3067|G1_D3_0370, 22.14
G3_D2_3079|G3_D2_3079, G3_D2_3079|G3_D1_0439, 100.00
G3_D2_3087|G5_D1_1795, G3_D2_3087|G5_D4_266, 56.40
G3_D2_3088|G2_D8_0624, G3_D2_3088|G2_D8_1724, 3.38
G3_D2_3089|G2_D6_0708, G3_D2_3089|G2_D7_0974, 50.86
G3_D2_3090|G2_D6_0707, G3_D2_3090|G2_D7_0973, 73.04
G3_D2_3091|G2_D6_0706, G3_D2_3091|G2_D8_2628, 27.98
G3_D2_3111|G1_D2_0117, G3_D2_3111|G1_D3_0370, 22.14
G3_D2_3144|G3_D2_3144, G3_D2_3144|G3_D1_1544, 100.00
G3_D2_3145|G3_D2_3145, G3_D2_3145|G3_D1_1545, 100.00
G3_D2_3146|G3_D2_3146, G3_D2_3146|G3_D1_1546, 100.00
G3_D2_3173|G3_D2_3173, G3_D2_3173|G3_D1_0092, 100.00
G3_D2_3176|G3_D2_3176, G3_D2_3176|G3_D1_0095, 100.00
G3_D2_3177|G3_D2_3177, G3_D2_3177|G3_D1_0096, 100.00
G3_D2_3178|G4_D2_1469, G3_D2_3178|G4_D2_0200, 12.06
G3_D2_3192|G5_D4_266, G3_D2_3192|G5_D1_1795, 56.63
G3_D2_3214|G5_D4_266, G3_D2_3214|G5_D1_1795, 5.05
G3_D2_3221|G3_D1_0937, G3_D2_3221|G3_D1_0360, 100.00
G3_D2_3225|G5_D1_1795, G3_D2_3225|G5_D4_266, 51.44
G4_D1_0001|G3_D1_2034, G4_D1_0001|G3_D2_1093, 100.00
G4_D1_0243|G1_D2_0326, G4_D1_0243|G1_D2_2718, 36.98
G4_D1_0248|G2_D8_0852, G4_D1_0248|G2_D8_1888, 9.35
G4_D1_0264|G4_D2_1802, G4_D1_0264|G4_D1_0264, 100.00
G4_D1_0265|G4_D2_1086, G4_D1_0265|G4_D1_0265, 100.00
G4_D1_0266|G1_D1_1826, G4_D1_0266|G1_D1_1796, 35.48
G4_D1_0286|G1_D1_1826, G4_D1_0286|G1_D1_1796, 35.84
G4_D1_0287|G4_D2_1086, G4_D1_0287|G4_D1_0265, 100.00
G4_D1_0290|G1_D3_1216, G4_D1_0290|G1_D3_1216, 1.17
G4_D1_0305|G1_D2_1501, G4_D1_0305|G1_D1_3419, 30.27
G4_D1_0396|G1_D1_4115, G4_D1_0396|G1_D1_0045, 32.72
G4_D1_0455|G1_D2_0117, G4_D1_0455|G1_D3_0370, 22.15
G4_D1_0507|G2_D7_0810, G4_D1_0507|G2_D6_0283, 13.76
G4_D1_0629|G1_D2_1885, G4_D1_0629|G1_D3_1065, 45.04
G4_D1_0640|G3_D2_2401, G4_D1_0640|G3_D1_1211, 31.27
G4_D1_0649|G3_D1_1079, G4_D1_0649|G3_D1_1876, 4.46
G4_D1_0653|G1_D3_0490, G4_D1_0653|G1_D1_2357, 25.00
G4_D1_0664|G1_D1_2518, G4_D1_0664|G1_D1_0305, 82.24
G4_D1_0673|G1_D3_1143, G4_D1_0673|G1_D2_1894, 22.14
G4_D1_0712|G4_D2_1086, G4_D1_0712|G4_D1_0265, 100.00
G4_D1_0713|G1_D1_1826, G4_D1_0713|G1_D1_1796, 35.84
G4_D1_0718|G1_D1_1797, G4_D1_0718|G1_D1_1827, 47.12
G4_D1_0719|G1_D1_1796, G4_D1_0719|G1_D1_1826, 41.34
G4_D1_0744|G1_D1_1938, G4_D1_0744|G1_D1_0586, 57.93
G4_D1_0877|G1_D1_1796, G4_D1_0877|G1_D1_1826, 41.34
G4_D1_0878|G1_D1_1797, G4_D1_0878|G1_D1_1827, 47.12
G4_D1_0951|G3_D1_2145, G4_D1_0951|G3_D2_0591, 31.51
G4_D1_1000|G1_D1_2836, G4_D1_1000|G1_D1_2403, 14.43
G4_D1_1040|G5_D4_593, G4_D1_1040|G5_D1_2386, 98.32
G4_D1_1163|G2_D2_117, G4_D1_1163|G2_D2_006, 37.93
G4_D1_1180|G1_D1_0949, G4_D1_1180|G1_D2_0260, 93.27
G4_D1_1184|G2_D4_169, G4_D1_1184|G2_D5_026, 4.47
G4_D1_1185|G5_D4_582, G4_D1_1185|G5_D4_069, 60.56
G4_D1_1188|G2_D7_2051, G4_D1_1188|G2_D8_2721, 4.59
G4_D1_1242|G2_D8_0820, G4_D1_1242|G2_D6_0230, 23.62
G4_D1_1259|G5_D1_0731, G4_D1_1259|G5_D2_2286, 4.77
G4_D1_1351|G3_D1_2034, G4_D1_1351|G3_D2_1093, 100.00
G4_D1_1356|G5_D2_1946, G4_D1_1356|G5_D1_1638, 21.46
G4_D1_1433|G1_D1_1814, G4_D1_1433|G1_D1_1844, 69.18
G4_D1_1550|G2_D8_1146, G4_D1_1550|G2_D7_1170, 6.54
G4_D1_1556|G4_D2_1800, G4_D1_1556|G4_D1_1556, 100.00
G4_D1_1557|G4_D2_1799, G4_D1_1557|G4_D1_1557, 100.00
G4_D1_1558|G4_D2_1798, G4_D1_1558|G4_D1_1558, 100.00
G4_D1_1559|G4_D2_1797, G4_D1_1559|G4_D1_1559, 100.00
G4_D1_1560|G4_D2_1796, G4_D1_1560|G4_D1_1560, 100.00
G4_D1_1611|G5_D2_0547, G4_D1_1611|G5_D1_2554, 18.82
G4_D1_1636|G1_D1_1826, G4_D1_1636|G1_D1_1796, 35.84
G4_D1_1637|G4_D2_1086, G4_D1_1637|G4_D1_0265, 100.00
G4_D1_1642|G5_D1_2972, G4_D1_1642|G5_D1_1796, 15.34
G4_D1_1645|G1_D1_1796, G4_D1_1645|G1_D1_1826, 41.34
G4_D1_1646|G1_D1_1797, G4_D1_1646|G1_D1_1827, 47.12
G4_D1_1668|G3_D2_1022, G4_D1_1668|G3_D1_1725, 28.46
G4_D1_1673|G5_D4_843, G4_D1_1673|G5_D2_1996, 36.86
G4_D1_1699|G1_D1_0867, G4_D1_1699|G1_D2_2841, 14.74
G4_D1_1700|G3_D1_0099, G4_D1_1700|G3_D2_1447, 23.76
G4_D1_1711|G1_D2_0117, G4_D1_1711|G1_D3_0370, 22.15
G4_D1_1713|G5_D1_1237, G4_D1_1713|G5_D2_1851, 8.56
G4_D1_1715|G1_D2_2738, G4_D1_1715|G1_D2_0417, 33.00
G4_D1_1799|G2_D6_0574, G4_D1_1799|G2_D8_0076, 13.31
G4_D1_1870|G1_D1_0949, G4_D1_1870|G1_D2_0260, 93.27
G4_D1_1925|G1_D2_0452, G4_D1_1925|G1_D2_0452, 2.68
G4_D1_1937|G2_D5_279, G4_D1_1937|G2_D8_1977, 8.63
G4_D1_1990|G1_D3_1127, G4_D1_1990|G1_D3_1150, 8.82
G4_D1_2006|G2_D8_1465, G4_D1_2006|G2_D8_1854, 18.99
G4_D1_2029|G1_D1_3497, G4_D1_2029|G1_D2_2572, 43.67
G4_D1_2048|G2_D1_103, G4_D1_2048|G2_D7_1820, 10.45
G4_D1_2056|G4_D1_2057, G4_D1_2056|G4_D1_2056, 100.00
G4_D1_2057|G4_D1_2057, G4_D1_2057|G4_D1_2056, 100.00
G4_D1_2058|G2_D7_0169, G4_D1_2058|G2_D7_0169, 1.77
G4_D1_2062|G3_D1_0098, G4_D1_2062|G3_D2_1448, 63.64
G4_D1_2068|G1_D1_1826, G4_D1_2068|G1_D1_1796, 12.19
G4_D1_2083|G5_D4_100, G4_D1_2083|G5_D1_2065, 25.92
G4_D1_2086|G1_D1_1836, G4_D1_2086|G1_D1_1806, 13.01
G4_D1_2100|G5_D4_403, G4_D1_2100|G5_D1_0208, 33.90
G4_D1_2115|G3_D2_1191, G4_D1_2115|G3_D1_2068, 20.15
G4_D1_2116|G5_D1_1795, G4_D1_2116|G5_D4_266, 4.33
G4_D1_2120|G2_D6_0083, G4_D1_2120|G2_D6_0285, 40.20
G4_D1_2132|G5_D3_155, G4_D1_2132|G5_D2_0189, 36.33
G4_D1_2149|G1_D1_1635, G4_D1_2149|G1_D3_0076, 3.48
G4_D1_2165|G2_D8_2926, G4_D1_2165|G2_D8_1662, 47.17
G4_D1_2169|G2_D3_075, G4_D1_2169|G2_D3_036, 10.11
G4_D1_2190|G1_D1_3295, G4_D1_2190|G1_D2_1415, 11.66
G4_D1_2222|G2_D8_1714, G4_D1_2222|G2_D8_2879, 91.61
G4_D1_2232|G1_D2_1412, G4_D1_2232|G1_D3_0848, 22.15
G4_D1_2302|G2_D4_170, G4_D1_2302|G2_D5_025, 28.57
G4_D1_2667|G1_D2_1573, G4_D1_2667|G1_D1_2866, 19.02
G4_D1_2675|G2_D8_2822, G4_D1_2675|G2_D8_1966, 79.09
G4_D1_2691|G1_D2_2598, G4_D1_2691|G1_D1_2364, 65.05
G4_D1_3029|G1_D2_0225, G4_D1_3029|G1_D1_0548, 86.32
G4_D1_3202|G1_D1_1844, G4_D1_3202|G1_D1_1814, 64.38
G4_D1_3203|G1_D1_1846, G4_D1_3203|G1_D1_1816, 80.95
G4_D1_3204|G1_D1_1847, G4_D1_3204|G1_D1_1817, 1.85
G4_D1_3205|G1_D1_1848, G4_D1_3205|G1_D1_1818, 69.77
G4_D1_3326|G3_D1_2034, G4_D1_3326|G3_D2_1093, 100.00
G4_D1_3329|G4_D2_1677, G4_D1_3329|G4_D1_3329, 100.00
G4_D1_3353|G1_D3_0228, G4_D1_3353|G1_D2_0154, 10.47
G4_D1_3404|G3_D1_1530, G4_D1_3404|G3_D1_0935, 2.18
G4_D1_3408|G5_D2_0547, G4_D1_3408|G5_D1_2554, 21.26
G4_D1_3413|G5_D1_1684, G4_D1_3413|G5_D1_2664, 6.69
G4_D1_3414|G2_D5_282, G4_D1_3414|G2_D4_004, 5.83
G4_D1_3433|G2_D8_0733, G4_D1_3433|G2_D7_0625, 5.87
G4_D1_3536|G1_D1_4076, G4_D1_3536|G1_D1_4089, 96.46
G4_D1_3541|G1_D2_1412, G4_D1_3541|G1_D3_0848, 22.15
G4_D1_3550|G1_D1_4076, G4_D1_3550|G1_D1_4089, 96.46
G4_D1_3552|G2_D2_006, G4_D1_3552|G2_D2_117, 44.83
G4_D2_0063|G3_D2_0862, G4_D2_0063|G3_D1_0308, 15.53
G4_D2_0075|G3_D2_0676, G4_D2_0075|G3_D1_1284, 83.87
G4_D2_0086|G5_D2_2387, G4_D2_0086|G5_D2_1470, 10.35
G4_D2_0101|G1_D2_2654, G4_D2_0101|G1_D3_0174, 89.87
G4_D2_0122|G5_D4_168, G4_D2_0122|G5_D4_307, 25.43
G4_D2_0145|G1_D1_0793, G4_D2_0145|G1_D1_1595, 15.07
G4_D2_0146|G1_D1_4308, G4_D2_0146|G1_D1_1902, 55.56
G4_D2_0148|G1_D1_1796, G4_D2_0148|G1_D1_1826, 41.34
G4_D2_0149|G1_D1_1827, G4_D2_0149|G1_D1_1797, 47.12
G4_D2_0157|G2_D7_0193, G4_D2_0157|G2_D8_2659, 7.02
G4_D2_0158|G2_D2_117, G4_D2_0158|G2_D2_006, 98.85
G4_D2_0159|G1_D1_1826, G4_D2_0159|G1_D1_1796, 35.48
G4_D2_0161|G2_D8_1278, G4_D2_0161|G2_D8_2010, 9.83
G4_D2_0164|G1_D1_1826, G4_D2_0164|G1_D1_1796, 77.06
G4_D2_0198|G1_D2_0436, G4_D2_0198|G1_D1_1423, 40.23
G4_D2_0201|G3_D2_3173, G4_D2_0201|G3_D1_0092, 93.84
G4_D2_0206|G1_D1_1804, G4_D2_0206|G1_D1_1834, 3.64
G4_D2_0281|G1_D1_0398, G4_D2_0281|G1_D1_2393, 80.00
G4_D2_0355|G3_D1_1872, G4_D2_0355|G3_D1_1083, 82.79
G4_D2_0356|G3_D1_1873, G4_D2_0356|G3_D1_1082, 91.09
G4_D2_0357|G3_D1_1874, G4_D2_0357|G3_D1_1081, 86.10
G4_D2_0358|G3_D1_1875, G4_D2_0358|G3_D1_1080, 92.05
G4_D2_0359|G3_D1_1876, G4_D2_0359|G3_D1_1079, 78.90
G4_D2_0360|G3_D1_1877, G4_D2_0360|G3_D1_1078, 96.99
G4_D2_0388|G5_D2_2253, G4_D2_0388|G5_D4_917, 46.43
G4_D2_0416|G1_D1_1838, G4_D2_0416|G1_D1_1808, 1.90
G4_D2_0448|G1_D2_0260, G4_D2_0448|G1_D2_2818, 4.26
G4_D2_0449|G1_D2_0260, G4_D2_0449|G1_D2_2818, 1.58
G4_D2_0497|G2_D7_0296, G4_D2_0497|G2_D6_0901, 5.86
G4_D2_0512|G2_D7_1808, G4_D2_0512|G2_D7_1096, 41.53
G4_D2_0518|G1_D1_1418, G4_D2_0518|G1_D2_1727, 12.21
G4_D2_0525|G2_D7_1094, G4_D2_0525|G2_D7_1810, 18.10
G4_D2_0530|G2_D7_0810, G4_D2_0530|G2_D6_0756, 15.11
G4_D2_0569|G3_D1_2187, G4_D2_0569|G3_D2_0083, 25.66
G4_D2_0603|G2_D8_2159, G4_D2_0603|G2_D7_0924, 5.15
G4_D2_0605|G1_D1_0949, G4_D2_0605|G1_D2_0260, 93.27
G4_D2_0622|G2_D8_1256, G4_D2_0622|G2_D8_2733, 32.93
G4_D2_0672|G5_D2_2012, G4_D2_0672|G5_D2_0421, 17.09
G4_D2_0688|G1_D1_0949, G4_D2_0688|G1_D2_0260, 93.27
G4_D2_0749|G3_D2_2373, G4_D2_0749|G3_D1_0075, 4.70
G4_D2_0772|G1_D2_0818, G4_D2_0772|G1_D2_2169, 51.82
G4_D2_0946|G5_D4_673, G4_D2_0946|G5_D2_1173, 70.00
G4_D2_1003|G1_D1_3288, G4_D2_1003|G1_D1_3306, 3.50
G4_D2_1062|G1_D1_0626, G4_D2_1062|G1_D3_0524, 16.37
G4_D2_1067|G2_D7_0071, G4_D2_1067|G2_D6_0246, 32.52
G4_D2_1085|G1_D1_1826, G4_D2_1085|G1_D1_1796, 35.12
